"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","190","TC-GQL-002: Query a single movie by id (using GraphQL variables) returns the matching movie","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.graphql.GraphQLPositiveTests","com.flamingo.qa.api.graphql.GraphQLPositiveTests","queryMovieById"
"","984","unauthenticatedRequestReturns403(String, Function) TC-BOOK-N02: Update booking without an auth token returns 403","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.booking.BookingNegativeTests","com.flamingo.qa.api.booking.BookingNegativeTests","unauthenticatedRequestReturns403"
"","2305","TC-UI-FORM-001: Submitting a fully filled form shows the correct data in the success modal","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.ui.form.PracticeFormTests","com.flamingo.qa.ui.form.PracticeFormTests","submitFullyFilledFormShowsMatchingSummary"
"","4269","TC-UI-TABLE-N03: Adding a record with a required field left blank does not add it to the table","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.ui.webtables.WebTablesTests","com.flamingo.qa.ui.webtables.WebTablesTests","addRecordWithMissingRequiredFieldIsRejected"
"","150","invalidQueryReturnsGraphQLError(String, String) TC-GQL-N01: Query with an unknown field returns a GraphQL error","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.graphql.GraphQLNegativeTests","com.flamingo.qa.api.graphql.GraphQLNegativeTests","invalidQueryReturnsGraphQLError"
"","3361","TC-PING-001: Health check endpoint is reachable","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.ping.PingTests","com.flamingo.qa.api.ping.PingTests","pingHealthCheck"
"","115","TC-GQL-001: Query movies returns a list with title and poster","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.graphql.GraphQLPositiveTests","com.flamingo.qa.api.graphql.GraphQLPositiveTests","queryMovies"
"","787","TC-BOOK-006: Get booking ids without filters returns a non-empty list","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.booking.BookingCrudTests","com.flamingo.qa.api.booking.BookingCrudTests","getBookingIdsWithoutFilters"
"","2626","submitFormWithInvalidFieldShowsNoSuccessModal(String, BiConsumer, String, Page) TC-UI-FORM-N03: Submitting the form with an invalid mobile number shows no success modal","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.ui.form.PracticeFormTests","com.flamingo.qa.ui.form.PracticeFormTests","submitFormWithInvalidFieldShowsNoSuccessModal"
"","884","TC-BOOK-004: Partial update with a valid token only changes provided fields","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.booking.BookingCrudTests","com.flamingo.qa.api.booking.BookingCrudTests","partialUpdateBookingWithValidToken"
"","867","TC-BOOK-005: Delete booking with a valid token removes the booking","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.booking.BookingCrudTests","com.flamingo.qa.api.booking.BookingCrudTests","deleteBookingWithValidToken"
"","292","TC-BOOK-N04: Create booking with a malformed JSON body returns a client error unquoted key","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.booking.BookingNegativeTests","com.flamingo.qa.api.booking.BookingNegativeTests","createBookingWithMalformedJsonBody"
"","1844","TC-UI-TABLE-N01: Clicking a column header does not reorder rows (no sort support in this build)","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.ui.webtables.WebTablesTests","com.flamingo.qa.ui.webtables.WebTablesTests","clickingColumnHeaderDoesNotReorderRows"
"","2628","TC-UI-TABLE-001: Adding a new record shows it in the table","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.ui.webtables.WebTablesTests","com.flamingo.qa.ui.webtables.WebTablesTests","addNewRecordShowsItInTable"
"","573","TC-BOOK-001: Create booking with valid data returns the created booking","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.booking.BookingCrudTests","com.flamingo.qa.api.booking.BookingCrudTests","createBookingWithValidData"
"","4379","submitFormWithInvalidFieldShowsNoSuccessModal(String, BiConsumer, String, Page) TC-UI-FORM-N02: Submitting the form with an invalid email format shows no success modal","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.ui.form.PracticeFormTests","com.flamingo.qa.ui.form.PracticeFormTests","submitFormWithInvalidFieldShowsNoSuccessModal"
"","1762","TC-UI-TABLE-N02: Adding a record with an invalid email format does not add it to the table","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.ui.webtables.WebTablesTests","com.flamingo.qa.ui.webtables.WebTablesTests","addRecordWithInvalidEmailIsRejected"
"","3611","TC-AUTH-001: Successful authentication returns a valid token","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.auth.AuthTests","com.flamingo.qa.api.auth.AuthTests","createTokenWithValidCredentials"
"","2000","TC-UI-TABLE-003: Deleting a record removes it from the table","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.ui.webtables.WebTablesTests","com.flamingo.qa.ui.webtables.WebTablesTests","deleteRecordRemovesItFromTable"
"","280","TC-BOOK-N04: Create booking with a malformed JSON body returns a client error trailing comma","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.booking.BookingNegativeTests","com.flamingo.qa.api.booking.BookingNegativeTests","createBookingWithMalformedJsonBody"
